outputs_dir,basis,scenario,total_cost,phrase,relmipgap_achieved,absmipgap,log,log_mtime
outputs_dga_C5_LNG375_refbrent,outputs,dga_C5_LNG375_refbrent,29352637304.84084,optimal integer solution within mipgap or absmipgap,0.00216586,6.35737e+07,corr-percell_14210193_10.out.gz,2026-07-25 20:11
outputs_dga_ps_C4_NOTHERMAL_refbrent,outputs,dga_ps_C4_NOTHERMAL_refbrent,29400180014.20477,optimal integer solution within mipgap or absmipgap,0.00220628,6.48651e+07,pin-dist_14275428_1.out.gz,2026-07-31 13:12
outputs_dgb_C1_LSFO250_refbrent,outputs,dgb_C1_LSFO250_refbrent,27947676960.82679,optimal (non-)integer solution within mipgap or absmipgap,0.00181362,5.06864e+07,corr-percell_14210193_0.out.gz,2026-07-25 20:10
outputs_dgb_C4_NOTHERMAL_refbrent,outputs,dgb_C4_NOTHERMAL_refbrent,27532909751.84572,optimal integer solution within mipgap or absmipgap,0.00245514,6.75972e+07,corr-percell_14210193_4.out.gz,2026-07-25 20:26
outputs_dgb_C5_LNG375_highbrent,outputs,dgb_C5_LNG375_highbrent,28248239993.04116,optimal integer solution within mipgap or absmipgap,0.00174397,4.92642e+07,corr-percell_14236898_0.out.gz,2026-07-27 23:09
outputs_dgb_C5_LNG375_lowbrent,outputs,dgb_C5_LNG375_lowbrent,27193013705.80067,optimal integer solution within mipgap or absmipgap,0.00197088,5.35941e+07,corr-percell_14236898_4.out.gz,2026-07-27 23:53
outputs_dgb_C5_LNG375_refbrent,outputs,dgb_C5_LNG375_refbrent,27644323531.95025,optimal integer solution within mipgap or absmipgap,0.00247617,6.84519e+07,corr-percell_14210193_8.out.gz,2026-07-25 20:13
outputs_dgb_ps_C4_NOTHERMAL_refbrent,outputs,dgb_ps_C4_NOTHERMAL_refbrent,27547897387.24436,optimal integer solution within mipgap or absmipgap,0.00221565,6.10364e+07,pin-dist_14275428_0.out.gz,2026-07-31 13:33
outputs_dgs_C1_LSFO250_refbrent,outputs,dgs_C1_LSFO250_refbrent,28646028050.97887,optimal integer solution within mipgap or absmipgap,0.00235001,6.73184e+07,corr-percell_14210193_1.out.gz,2026-07-25 20:05
outputs_dgs_C4_NOTHERMAL_refbrent,outputs,dgs_C4_NOTHERMAL_refbrent,28181458255.94825,optimal integer solution within mipgap or absmipgap,0.00193151,5.44328e+07,corr-percell_14210193_5.out.gz,2026-07-25 20:28
outputs_dgs_C5_LNG375_highbrent,outputs,dgs_C5_LNG375_highbrent,28940598829.64782,optimal integer solution within mipgap or absmipgap,0.00203977,5.90321e+07,corr-percell_14236898_1.out.gz,2026-07-27 23:14
outputs_dgs_C5_LNG375_lowbrent,outputs,dgs_C5_LNG375_lowbrent,27898118866.57149,optimal integer solution within mipgap or absmipgap,0.00232281,6.48021e+07,corr-percell_14236898_5.out.gz,2026-07-27 23:33
outputs_dgs_C5_LNG375_refbrent,outputs,dgs_C5_LNG375_refbrent,28332644144.67283,optimal integer solution within mipgap or absmipgap,0.0024566,6.96021e+07,corr-percell_14210193_9.out.gz,2026-07-25 20:29
outputs_dgs_ps_C4_NOTHERMAL_refbrent,outputs,dgs_ps_C4_NOTHERMAL_refbrent,28194487006.59196,optimal integer solution within mipgap or absmipgap,0.00212103,5.98014e+07,pin-dist_14275428_2.out.gz,2026-07-31 13:27
outputs_diag_hseo_oil_free,outputs,diag_hseo_oil_free,110930460720.97266,NO-LOG-EVIDENCE,,,,
outputs_diag_hseo_oil_hardclean,outputs,diag_hseo_oil_hardclean,91903708576.45181,NO-LOG-EVIDENCE,,,,
outputs_diag_hseo_oil_hardfossil,outputs,diag_hseo_oil_hardfossil,92565314440.40663,NO-LOG-EVIDENCE,,,,
outputs_diag_smoke_p2045,outputs,diag_smoke_p2045,19492257378.74434,NO-LOG-EVIDENCE,,,,
outputs_diagff_hseo_lng_nlv2s,outputs,diagff_hseo_lng_nlv2s,394765839978.48450,NO-LOG-EVIDENCE,,,,
outputs_diagff_hseo_oil_nlv2s,outputs,diagff_hseo_oil_nlv2s,385824460991.09094,NO-LOG-EVIDENCE,,,,
outputs_diagff_igp_alt_nlv2a_xf,outputs,diagff_igp_alt_nlv2a_xf,377197581796.76697,NO-LOG-EVIDENCE,,,,
outputs_diagff_igp_alt_nlv2b,outputs,diagff_igp_alt_nlv2b,399753517388.65253,NO-LOG-EVIDENCE,,,,
outputs_diagff_igp_pref_nlv2a,outputs,diagff_igp_pref_nlv2a,91084298973.86038,NO-LOG-EVIDENCE,,,,
outputs_diagff_igp_pref_nlv2b_xf,outputs,diagff_igp_pref_nlv2b_xf,422890648356.45221,NO-LOG-EVIDENCE,,,,
outputs_diaghy_hseo_lng_nlv2s,outputs,diaghy_hseo_lng_nlv2s,145317469232.09753,NO-LOG-EVIDENCE,,,,
outputs_diaghy_hseo_oil_nlv2s,outputs,diaghy_hseo_oil_nlv2s,81467988103.21596,NO-LOG-EVIDENCE,,,,
outputs_diaghy_igp_alt_nlv2a_xf,outputs,diaghy_igp_alt_nlv2a_xf,91912634667.87390,NO-LOG-EVIDENCE,,,,
outputs_diaghy_igp_alt_nlv2b,outputs,diaghy_igp_alt_nlv2b,93598766795.73203,NO-LOG-EVIDENCE,,,,
outputs_diaghy_igp_pref_nlv2a,outputs,diaghy_igp_pref_nlv2a,79319905677.87454,NO-LOG-EVIDENCE,,,,
outputs_diaghy_igp_pref_nlv2b_xf,outputs,diaghy_igp_pref_nlv2b_xf,84182462289.21439,NO-LOG-EVIDENCE,,,,
outputs_diagwb_hseo_lng_nlv2s,outputs,diagwb_hseo_lng_nlv2s,141953734728.79013,NO-LOG-EVIDENCE,,,,
outputs_diagwb_hseo_oil_nlv2s,outputs,diagwb_hseo_oil_nlv2s,84426091891.63289,NO-LOG-EVIDENCE,,,,
outputs_diagwb_igp_alt_nlv2a_xf,outputs,diagwb_igp_alt_nlv2a_xf,90129160497.98485,NO-LOG-EVIDENCE,,,,
outputs_diagwb_igp_alt_nlv2b,outputs,diagwb_igp_alt_nlv2b,96572185191.95581,NO-LOG-EVIDENCE,,,,
outputs_diagwb_igp_pref_nlv2a,outputs,diagwb_igp_pref_nlv2a,84566900176.08960,NO-LOG-EVIDENCE,,,,
outputs_diagwb_igp_pref_nlv2b_xf,outputs,diagwb_igp_pref_nlv2b_xf,125340382102.46555,NO-LOG-EVIDENCE,,,,
outputs_distrib_base_C4_NOTHERMAL_refbrent,outputs,distrib_base_C4_NOTHERMAL_refbrent,26018378842.08825,optimal integer solution within mipgap or absmipgap,0.00234206,6.09367e+07,corr-percell_14173814_154.out.gz,2026-07-25 03:53
outputs_egs_high_lng_forced_refbrent_adv,outputs,egs_high_lng_forced_refbrent_adv,26072898737.11522,optimal (non-)integer solution within mipgap or absmipgap,0.00159832,4.16729e+07,corr-egsreseed_14083367_5.out.gz,2026-07-21 18:07
outputs_egs_high_lng_forced_refbrent_j120_adv,outputs,egs_high_lng_forced_refbrent_j120_adv,26509081299.19876,optimal integer solution within mipgap or absmipgap,0.00198856,5.27148e+07,corr-adv_14075385_8.out.gz,2026-07-21 09:55
outputs_egs_high_no_lng_highbrent_adv,outputs,egs_high_no_lng_highbrent_adv,26502044845.45438,optimal integer solution within mipgap or absmipgap,0.0024179,6.40794e+07,corr-adv_14075385_8.out.gz,2026-07-21 09:55
outputs_egs_high_no_lng_lowbrent_adv,outputs,egs_high_no_lng_lowbrent_adv,25669164341.13775,optimal integer solution within mipgap or absmipgap,0.00210318,5.39868e+07,corr-adv_14075385_12.out.gz,2026-07-21 09:59
outputs_egs_high_no_lng_refbrent_adv,outputs,egs_high_no_lng_refbrent_adv,26025125797.84399,optimal integer solution within mipgap or absmipgap,0.00164696,4.28623e+07,corr-adv_14075385_2.out.gz,2026-07-21 10:33
outputs_egs_low_lng_forced_refbrent,outputs,egs_low_lng_forced_refbrent,26805089614.37794,optimal integer solution within mipgap or absmipgap,0.00241694,6.47863e+07,corr-egspin_14084158_7.out.gz,2026-07-21 20:11
outputs_egs_low_lng_forced_refbrent_adv,outputs,egs_low_lng_forced_refbrent_adv,25834586300.85025,optimal integer solution within mipgap or absmipgap,0.00199927,5.16504e+07,corr-adv_14075385_11.out.gz,2026-07-21 10:16
outputs_egs_low_lng_forced_refbrent_j120,outputs,egs_low_lng_forced_refbrent_j120,27212301515.63213,optimal integer solution within mipgap or absmipgap,0.00168796,4.59332e+07,corr-egspin_14084158_6.out.gz,2026-07-21 20:08
outputs_egs_low_lng_forced_refbrent_j120_adv,outputs,egs_low_lng_forced_refbrent_j120_adv,26260511341.48333,optimal integer solution within mipgap or absmipgap,0.00196685,5.16504e+07,corr-adv_14075385_3.out.gz,2026-07-21 09:52
outputs_egs_low_no_lng_highbrent,outputs,egs_low_no_lng_highbrent,27579170519.82220,optimal integer solution within mipgap or absmipgap,0.00240974,6.64587e+07,corr-egslowws_14094562_0.out.gz,2026-07-22 07:49
outputs_egs_low_no_lng_highbrent_adv,outputs,egs_low_no_lng_highbrent_adv,25990275361.99220,optimal integer solution within mipgap or absmipgap,0.00227135,5.9033e+07,corr-adv_14075385_13.out.gz,2026-07-21 09:57
outputs_egs_low_no_lng_lowbrent_adv,outputs,egs_low_no_lng_lowbrent_adv,25216492385.29512,optimal integer solution within mipgap or absmipgap,0.00172659,4.35386e+07,corr-adv_14075385_9.out.gz,2026-07-21 10:04
outputs_egs_low_no_lng_refbrent,outputs,egs_low_no_lng_refbrent,27007957033.09769,optimal integer solution within mipgap or absmipgap,0.00185464,5.00901e+07,corr-egslowws_14094562_0.out.gz,2026-07-22 07:49
outputs_egs_low_no_lng_refbrent_adv,outputs,egs_low_no_lng_refbrent_adv,25564880830.89063,optimal integer solution within mipgap or absmipgap,0.00206355,5.27545e+07,corr-adv_14075385_7.out.gz,2026-07-21 10:09
outputs_egs_none_lng_forced_refbrent,outputs,egs_none_lng_forced_refbrent,27392535250.55481,optimal integer solution within mipgap or absmipgap,0.00191827,5.25462e+07,corr-p025_14075382_1.out.gz,2026-07-21 10:36
outputs_egs_none_lng_forced_refbrent_adv,outputs,egs_none_lng_forced_refbrent_adv,26069883392.63773,optimal integer solution within mipgap or absmipgap,0.00151284,3.94395e+07,corr-adv_14075385_14.out.gz,2026-07-21 09:58
outputs_egs_none_lng_forced_refbrent_j120,outputs,egs_none_lng_forced_refbrent_j120,27815307941.55488,optimal integer solution within mipgap or absmipgap,0.00174353,4.84969e+07,corr-j120_14075384_15.out.gz,2026-07-21 08:35
outputs_egs_none_lng_forced_refbrent_j120_adv,outputs,egs_none_lng_forced_refbrent_j120_adv,26519613678.26344,optimal integer solution within mipgap or absmipgap,0.00236962,6.28415e+07,corr-adv_14075385_9.out.gz,2026-07-21 10:04
outputs_egs_none_no_lng_highbrent,outputs,egs_none_no_lng_highbrent,27836141880.24146,optimal integer solution within mipgap or absmipgap,0.00248981,6.93066e+07,corr-egsnone_14094567_0.out.gz,2026-07-22 02:02
outputs_egs_none_no_lng_lowbrent,outputs,egs_none_no_lng_lowbrent,26883311218.06192,optimal integer solution within mipgap or absmipgap,0.00248017,6.66751e+07,corr-egsnone_14094567_1.out.gz,2026-07-22 01:59
outputs_egs_none_no_lng_refbrent,outputs,egs_none_no_lng_refbrent,27300549721.14735,optimal integer solution within mipgap or absmipgap,0.00248179,6.77542e+07,corr-p025_14075382_14.out.gz,2026-07-21 11:03
outputs_egs_none_no_lng_refbrent_adv,outputs,egs_none_no_lng_refbrent_adv,26017838237.13076,optimal integer solution within mipgap or absmipgap,0.00134315,3.49457e+07,corr-adv_14075385_3.out.gz,2026-07-21 09:52
outputs_egs_ref_lng_forced_refbrent,outputs,egs_ref_lng_forced_refbrent,27054274070.33591,optimal integer solution within mipgap or absmipgap,0.00196124,5.30598e+07,corr-p025_14075382_12.out.gz,2026-07-21 10:34
outputs_egs_ref_lng_forced_refbrent_adv,outputs,egs_ref_lng_forced_refbrent_adv,26082183615.41105,optimal integer solution within mipgap or absmipgap,0.00218114,5.68889e+07,corr-adv_14075385_10.out.gz,2026-07-21 09:57
outputs_egs_ref_lng_forced_refbrent_j120,outputs,egs_ref_lng_forced_refbrent_j120,27477908755.43288,optimal integer solution within mipgap or absmipgap,0.00184643,5.0736e+07,corr-j120_14075384_13.out.gz,2026-07-21 08:58
outputs_egs_ref_lng_forced_refbrent_j120_adv,outputs,egs_ref_lng_forced_refbrent_j120_adv,26495346762.96934,optimal integer solution within mipgap or absmipgap,0.00166542,4.41258e+07,corr-adv_14075385_14.out.gz,2026-07-21 09:58
outputs_egs_ref_no_lng_refbrent,outputs,egs_ref_no_lng_refbrent,26717709322.16257,optimal integer solution within mipgap or absmipgap,0.00225415,6.02258e+07,corr-p025_14075382_15.out.gz,2026-07-21 10:47
outputs_egs_ref_no_lng_refbrent_adv,outputs,egs_ref_no_lng_refbrent_adv,26015203307.70477,optimal integer solution within mipgap or absmipgap,0.00245078,6.37574e+07,corr-adv_14075385_1.out.gz,2026-07-21 09:49
outputs_lc_C1_LSFO250_highbrent,outputs,lc_C1_LSFO250_highbrent,28029643204.05816,optimal integer solution within mipgap or absmipgap,0.0020235,5.6718e+07,corr-p025lc_14075383_1.out.gz,2026-07-21 08:51
outputs_lc_C1_LSFO250_highbrent_adv,outputs,lc_C1_LSFO250_highbrent_adv,27331071723.99907,optimal integer solution within mipgap or absmipgap,0.00178332,4.87401e+07,corr-adv_14075385_0.out.gz,2026-07-21 09:54
outputs_lc_C1_LSFO250_lowbrent,outputs,lc_C1_LSFO250_lowbrent,27054996275.55199,optimal integer solution within mipgap or absmipgap,0.00229359,6.2053e+07,corr-p025lc_14075383_3.out.gz,2026-07-21 08:27
outputs_lc_C1_LSFO250_lowbrent_adv,outputs,lc_C1_LSFO250_lowbrent_adv,26383027665.06593,optimal integer solution within mipgap or absmipgap,0.00211309,5.57498e+07,corr-adv_14075385_14.out.gz,2026-07-21 09:58
outputs_lc_C1_LSFO250_refbrent,outputs,lc_C1_LSFO250_refbrent,27486706669.24512,optimal integer solution within mipgap or absmipgap,0.00229331,6.30356e+07,corr-p025lc_14075383_0.out.gz,2026-07-21 08:38
outputs_lc_C1_LSFO250_refbrent_adv,outputs,lc_C1_LSFO250_refbrent_adv,26835225470.10196,optimal integer solution within mipgap or absmipgap,0.00198266,5.32052e+07,corr-adv_14075385_15.out.gz,2026-07-21 09:51
outputs_lc_C2_LSFO375_highbrent,outputs,lc_C2_LSFO375_highbrent,28397351320.58404,optimal integer solution within mipgap or absmipgap,0.00234797,6.6676e+07,corr-p025lc_14075383_8.out.gz,2026-07-21 08:21
outputs_lc_C2_LSFO375_highbrent_adv,outputs,lc_C2_LSFO375_highbrent_adv,27681413761.59045,optimal integer solution within mipgap or absmipgap,0.00193005,5.34265e+07,corr-adv_14075385_12.out.gz,2026-07-21 09:59
outputs_lc_C2_LSFO375_lowbrent,outputs,lc_C2_LSFO375_lowbrent,27378479602.91277,optimal integer solution within mipgap or absmipgap,0.00231566,6.33993e+07,corr-p025lc_14075383_2.out.gz,2026-07-21 08:42
outputs_lc_C2_LSFO375_lowbrent_adv,outputs,lc_C2_LSFO375_lowbrent_adv,26665353504.41268,optimal integer solution within mipgap or absmipgap,0.00248423,6.6243e+07,corr-adv_14075385_5.out.gz,2026-07-21 09:52
outputs_lc_C2_LSFO375_refbrent,outputs,lc_C2_LSFO375_refbrent,27830579125.53411,optimal integer solution within mipgap or absmipgap,0.00221519,6.16501e+07,corr-p025lc_14075383_9.out.gz,2026-07-21 08:19
outputs_lc_C2_LSFO375_refbrent_adv,outputs,lc_C2_LSFO375_refbrent_adv,27145908545.47354,optimal integer solution within mipgap or absmipgap,0.00181953,4.93928e+07,corr-adv_14075385_10.out.gz,2026-07-21 09:57
outputs_lc_C3_LSFO500_highbrent,outputs,lc_C3_LSFO500_highbrent,28829420329.57233,optimal integer solution within mipgap or absmipgap,0.0024949,7.19264e+07,corr-p025lc_14075383_7.out.gz,2026-07-21 08:27
outputs_lc_C3_LSFO500_highbrent_adv,outputs,lc_C3_LSFO500_highbrent_adv,28078121493.19260,optimal integer solution within mipgap or absmipgap,0.00208373,5.85071e+07,corr-adv_14075385_9.out.gz,2026-07-21 10:04
outputs_lc_C3_LSFO500_lowbrent,outputs,lc_C3_LSFO500_lowbrent,27806860338.91965,optimal integer solution within mipgap or absmipgap,0.00247301,6.87665e+07,corr-p025lc_14075383_5.out.gz,2026-07-21 08:27
outputs_lc_C3_LSFO500_lowbrent_adv,outputs,lc_C3_LSFO500_lowbrent_adv,27026020917.96814,optimal integer solution within mipgap or absmipgap,0.00242592,6.55631e+07,corr-adv_14075385_4.out.gz,2026-07-21 09:59
outputs_lc_C3_LSFO500_refbrent,outputs,lc_C3_LSFO500_refbrent,28258541869.95890,optimal integer solution within mipgap or absmipgap,0.00244418,6.90689e+07,corr-p025lc_14075383_11.out.gz,2026-07-21 09:13
outputs_lc_C3_LSFO500_refbrent_adv,outputs,lc_C3_LSFO500_refbrent_adv,27533007874.57311,optimal integer solution within mipgap or absmipgap,0.00228805,6.2997e+07,corr-adv_14075385_6.out.gz,2026-07-21 09:46
outputs_lc_C4_NOTHERMAL_highbrent,outputs,lc_C4_NOTHERMAL_highbrent,27542317216.43088,optimal integer solution within mipgap or absmipgap,0.00223559,6.15732e+07,corr-p025lc_14075383_4.out.gz,2026-07-21 08:31
outputs_lc_C4_NOTHERMAL_highbrent_adv,outputs,lc_C4_NOTHERMAL_highbrent_adv,26804618657.06404,optimal integer solution within mipgap or absmipgap,0.00217268,5.8238e+07,corr-adv_14075385_0.out.gz,2026-07-21 09:54
outputs_lc_C4_NOTHERMAL_lowbrent,outputs,lc_C4_NOTHERMAL_lowbrent,26681582290.45205,optimal integer solution within mipgap or absmipgap,0.00237038,6.32456e+07,corr-p025lc_14075383_6.out.gz,2026-07-21 08:23
outputs_lc_C4_NOTHERMAL_lowbrent_adv,outputs,lc_C4_NOTHERMAL_lowbrent_adv,26038368841.99024,optimal (non-)integer solution within mipgap or absmipgap,0.00246161,6.40964e+07,corr-adv_14075385_8.out.gz,2026-07-21 09:55
outputs_lc_C4_NOTHERMAL_refbrent,outputs,lc_C4_NOTHERMAL_refbrent,27062988001.92355,optimal integer solution within mipgap or absmipgap,0.002461,6.66021e+07,corr-p025lc_14075383_10.out.gz,2026-07-21 08:21
outputs_lc_C4_NOTHERMAL_refbrent_adv,outputs,lc_C4_NOTHERMAL_refbrent_adv,26393657030.28846,optimal integer solution within mipgap or absmipgap,0.00235964,6.22795e+07,corr-adv_14075385_1.out.gz,2026-07-21 09:49
outputs_lc_C5_LNG375_highbrent,outputs,lc_C5_LNG375_highbrent,27779184026.65364,optimal integer solution within mipgap or absmipgap,0.00162154,4.5045e+07,corr-p025lc_14075383_0.out.gz,2026-07-21 08:38
outputs_lc_C5_LNG375_highbrent_adv,outputs,lc_C5_LNG375_highbrent_adv,27030767570.66183,optimal integer solution within mipgap or absmipgap,0.00201639,5.45046e+07,corr-adv_14075385_12.out.gz,2026-07-21 09:59
outputs_lc_C5_LNG375_highbrent_j120,outputs,lc_C5_LNG375_highbrent_j120,28140782292.74830,optimal integer solution within mipgap or absmipgap,0.00220411,6.20253e+07,corr-j120_14075384_8.out.gz,2026-07-21 08:14
outputs_lc_C5_LNG375_highbrent_j120_adv,outputs,lc_C5_LNG375_highbrent_j120_adv,27360795326.25424,optimal integer solution within mipgap or absmipgap,0.00143013,3.91295e+07,corr-adv_14075385_10.out.gz,2026-07-21 09:57
outputs_lc_C5_LNG375_lowbrent,outputs,lc_C5_LNG375_lowbrent,26705833032.44051,optimal integer solution within mipgap or absmipgap,0.00178054,4.75507e+07,corr-p025lc_14075383_1.out.gz,2026-07-21 08:51
outputs_lc_C5_LNG375_lowbrent_adv,outputs,lc_C5_LNG375_lowbrent_adv,25876715652.13741,optimal integer solution within mipgap or absmipgap,0.00152576,3.94816e+07,corr-adv_14075385_5.out.gz,2026-07-21 09:52
outputs_lc_C5_LNG375_lowbrent_j120,outputs,lc_C5_LNG375_lowbrent_j120,27068215624.42745,optimal integer solution within mipgap or absmipgap,0.00238704,6.46128e+07,corr-j120_14075384_10.out.gz,2026-07-21 08:34
outputs_lc_C5_LNG375_lowbrent_j120_adv,outputs,lc_C5_LNG375_lowbrent_j120_adv,26231952709.75022,optimal integer solution within mipgap or absmipgap,0.00189386,4.96796e+07,corr-adv_14075385_0.out.gz,2026-07-21 09:54
outputs_lc_C5_LNG375_refbrent,outputs,lc_C5_LNG375_refbrent,27157492334.65884,optimal integer solution within mipgap or absmipgap,0.00204072,5.54209e+07,corr-p025lc_14075383_8.out.gz,2026-07-21 08:21
outputs_lc_C5_LNG375_refbrent_adv,outputs,lc_C5_LNG375_refbrent_adv,26363921146.34504,optimal integer solution within mipgap or absmipgap,0.00226081,5.96037e+07,corr-adv_14075385_10.out.gz,2026-07-21 09:57
outputs_lc_C5_LNG375_refbrent_j120,outputs,lc_C5_LNG375_refbrent_j120,27515659976.52453,optimal integer solution within mipgap or absmipgap,0.00247799,6.81835e+07,corr-j120_14075384_2.out.gz,2026-07-21 08:23
outputs_lc_C5_LNG375_refbrent_j120_adv,outputs,lc_C5_LNG375_refbrent_j120_adv,26697758429.23946,optimal integer solution within mipgap or absmipgap,0.0018006,4.80719e+07,corr-adv_14075385_5.out.gz,2026-07-21 09:52
outputs_lc_C6_STATUSQUO_highbrent,outputs,lc_C6_STATUSQUO_highbrent,29536713793.88343,optimal integer solution within mipgap or absmipgap,0.00196345,5.79939e+07,corr-p025lc_14075383_7.out.gz,2026-07-21 08:27
outputs_lc_C6_STATUSQUO_highbrent_adv,outputs,lc_C6_STATUSQUO_highbrent_adv,28632187153.67799,optimal integer solution within mipgap or absmipgap,0.0017526,5.01808e+07,corr-adv_14075385_7.out.gz,2026-07-21 10:09
outputs_lc_C6_STATUSQUO_highbrent_j120,outputs,lc_C6_STATUSQUO_highbrent_j120,29962638834.51651,optimal integer solution within mipgap or absmipgap,0.00193554,5.79939e+07,corr-j120_14075384_2.out.gz,2026-07-21 08:23
outputs_lc_C6_STATUSQUO_highbrent_j120_adv,outputs,lc_C6_STATUSQUO_highbrent_j120_adv,29055356947.22376,optimal integer solution within mipgap or absmipgap,0.00169841,4.93479e+07,corr-adv_14075385_12.out.gz,2026-07-21 09:59
outputs_lc_C6_STATUSQUO_lowbrent,outputs,lc_C6_STATUSQUO_lowbrent,28411003942.57339,optimal integer solution within mipgap or absmipgap,0.00189055,5.37125e+07,corr-p025lc_14075383_2.out.gz,2026-07-21 08:42
outputs_lc_C6_STATUSQUO_lowbrent_adv,outputs,lc_C6_STATUSQUO_lowbrent_adv,27387436432.03789,optimal integer solution within mipgap or absmipgap,0.00123888,3.39298e+07,corr-adv_14075385_13.out.gz,2026-07-21 09:57
outputs_lc_C6_STATUSQUO_lowbrent_j120,outputs,lc_C6_STATUSQUO_lowbrent_j120,28838879731.18270,optimal integer solution within mipgap or absmipgap,0.00192031,5.53796e+07,corr-j120_14075384_7.out.gz,2026-07-21 08:30
outputs_lc_C6_STATUSQUO_lowbrent_j120_adv,outputs,lc_C6_STATUSQUO_lowbrent_j120_adv,27821264439.00329,optimal integer solution within mipgap or absmipgap,0.00144811,4.02883e+07,corr-adv_14075385_4.out.gz,2026-07-21 09:59
outputs_lc_C6_STATUSQUO_refbrent,outputs,lc_C6_STATUSQUO_refbrent,28875332367.81433,optimal integer solution within mipgap or absmipgap,0.0018268,5.27493e+07,corr-p025lc_14075383_11.out.gz,2026-07-21 09:13
outputs_lc_C6_STATUSQUO_refbrent_adv,outputs,lc_C6_STATUSQUO_refbrent_adv,27902549340.78248,optimal integer solution within mipgap or absmipgap,0.00156107,4.35579e+07,corr-adv_14075385_15.out.gz,2026-07-21 09:51
outputs_lc_C6_STATUSQUO_refbrent_j120,outputs,lc_C6_STATUSQUO_refbrent_j120,29320805318.44390,optimal integer solution within mipgap or absmipgap,0.00246759,7.23518e+07,corr-j120_14075384_0.out.gz,2026-07-21 08:27
outputs_lc_C6_STATUSQUO_refbrent_j120_adv,outputs,lc_C6_STATUSQUO_refbrent_j120_adv,28319141917.36753,optimal integer solution within mipgap or absmipgap,0.00114643,3.2466e+07,corr-adv_14075385_2.out.gz,2026-07-21 10:33
outputs_lngconv_heco_refbrent,outputs,lngconv_heco_refbrent,25572263312.98273,optimal integer solution within mipgap or absmipgap,0.00194577,4.97578e+07,corr-lngh_14075388_0.out.gz,2026-07-21 08:07
outputs_lngconv_noplant_refbrent,outputs,lngconv_noplant_refbrent,26325812406.19916,optimal integer solution within mipgap or absmipgap,0.00230532,6.06895e+07,corr-lngc_14075387_2.out.gz,2026-07-21 08:22
outputs_lngconv_opt_refbrent,outputs,lngconv_opt_refbrent,26327002858.95070,optimal integer solution within mipgap or absmipgap,0.00237712,6.25824e+07,corr-lngc_14075387_1.out.gz,2026-07-21 09:02
outputs_lngconv_wjera_refbrent,outputs,lngconv_wjera_refbrent,26594402719.57837,optimal integer solution within mipgap or absmipgap,0.00194506,5.17277e+07,corr-lngc_14075387_0.out.gz,2026-07-21 08:11
outputs_nlb_C1_LSFO250_highbrent,outputs,nlb_C1_LSFO250_highbrent,26993811062.20007,optimal integer solution within mipgap or absmipgap,0.00224392,6.0572e+07,corr-percell_14173814_22.out.gz,2026-07-25 01:58
outputs_nlb_C1_LSFO250_highbrent_adv,outputs,nlb_C1_LSFO250_highbrent_adv,26346231876.05687,optimal integer solution within mipgap or absmipgap,0.00249759,6.5857e+07,corr-percell_14173814_137.out.gz,2026-07-25 03:13
outputs_nlb_C1_LSFO250_lowbrent,outputs,nlb_C1_LSFO250_lowbrent,26029973390.89400,optimal integer solution within mipgap or absmipgap,0.00190206,4.95105e+07,corr-percell_14173814_19.out.gz,2026-07-25 02:02
outputs_nlb_C1_LSFO250_lowbrent_adv,outputs,nlb_C1_LSFO250_lowbrent_adv,25416690066.77089,optimal integer solution within mipgap or absmipgap,0.00201946,5.13281e+07,corr-percell_14173814_153.out.gz,2026-07-25 03:53
outputs_nlb_C1_LSFO250_refbrent,outputs,nlb_C1_LSFO250_refbrent,26453498323.39418,optimal integer solution within mipgap or absmipgap,0.00244712,6.47349e+07,corr-percell_14173814_132.out.gz,2026-07-25 03:30
outputs_nlb_C1_LSFO250_refbrent_adv,outputs,nlb_C1_LSFO250_refbrent_adv,25846943247.33570,optimal integer solution within mipgap or absmipgap,0.00194375,5.02547e+07,corr-percell_14173814_4.out.gz,2026-07-25 01:24
outputs_nlb_C2_LSFO375_highbrent,outputs,nlb_C2_LSFO375_highbrent,27357672156.74639,optimal integer solution within mipgap or absmipgap,0.00224082,6.13037e+07,corr-percell_14173814_81.out.gz,2026-07-25 02:38
outputs_nlb_C2_LSFO375_highbrent_adv,outputs,nlb_C2_LSFO375_highbrent_adv,26691163694.95297,optimal integer solution within mipgap or absmipgap,0.00190542,5.08785e+07,corr-percell_14173814_66.out.gz,2026-07-25 01:53
outputs_nlb_C2_LSFO375_lowbrent,outputs,nlb_C2_LSFO375_lowbrent,26402572128.76228,optimal integer solution within mipgap or absmipgap,0.00229996,6.0725e+07,corr-percell_14173814_56.out.gz,2026-07-25 02:36
outputs_nlb_C2_LSFO375_lowbrent_adv,outputs,nlb_C2_LSFO375_lowbrent_adv,25717280398.05626,optimal integer solution within mipgap or absmipgap,0.00245505,6.31373e+07,corr-percell_14173814_119.out.gz,2026-07-25 03:02
outputs_nlb_C2_LSFO375_refbrent,outputs,nlb_C2_LSFO375_refbrent,26804010983.96416,optimal integer solution within mipgap or absmipgap,0.00199879,5.35756e+07,corr-percell_14173814_169.out.gz,2026-07-25 04:25
